Profile,Endpoint,Hostname,Time,RequestCountTotal,RequestCountHttpStatus2xx,RequestCountHttpStatus3xx,RequestCountHttpStatus4xx,RequestCountHttpStatus5xx,RequestCountHttpStatusOthers,RequestCountHttpStatus200,RequestCountHttpStatus206,RequestCountHttpStatus302,RequestCountHttpStatus304,RequestCountHttpStatus404,RequestCountCacheHit,RequestCountCacheMiss,RequestCountCacheNoCache,RequestCountCacheUncacheable,RequestCountCacheOthers,EgressTotal,EgressHttpStatus2xx,EgressHttpStatus3xx,EgressHttpStatus4xx,EgressHttpStatus5xx,EgressHttpStatusOthers,EgressCacheHit,EgressCacheMiss,EgressCacheNoCache,EgressCacheUncacheable,EgressCacheOthers
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/20/2017 8:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/20/2017 9:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/20/2017 10:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/20/2017 11:00:00 PM,17,17,0,0,0,0,,,,,,17,0,0,0,0,0.02,0.02,0,0,0,0,0.02,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 12:00:00 AM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 1:00:00 AM,65,65,0,0,0,0,,,,,,65,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 2:00:00 AM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 3:00:00 AM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 4:00:00 AM,34,34,0,0,0,0,,,,,,34,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 5:00:00 AM,51,51,0,0,0,0,,,,,,51,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 6:00:00 AM,50,50,0,0,0,0,,,,,,50,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 7:00:00 AM,51,51,0,0,0,0,,,,,,51,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 8:00:00 AM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 9:00:00 AM,51,51,0,0,0,0,,,,,,51,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 10:00:00 AM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 11:00:00 AM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 12:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 1:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 2:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 3:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 4:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 5:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 6:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 7:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 8:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 9:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 10:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/21/2017 11:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 12:00:00 AM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 1:00:00 AM,17,17,0,0,0,0,,,,,,17,0,0,0,0,0.02,0.02,0,0,0,0,0.02,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 2:00:00 AM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 3:00:00 AM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 4:00:00 AM,34,34,0,0,0,0,,,,,,34,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 5:00:00 AM,34,34,0,0,0,0,,,,,,34,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 6:00:00 AM,50,50,0,0,0,0,,,,,,50,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 7:00:00 AM,52,52,0,0,0,0,,,,,,52,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 8:00:00 AM,51,51,0,0,0,0,,,,,,51,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 9:00:00 AM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 10:00:00 AM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 11:00:00 AM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 12:00:00 PM,62,62,0,0,0,0,,,,,,62,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 1:00:00 PM,65,65,0,0,0,0,,,,,,65,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 2:00:00 PM,65,65,0,0,0,0,,,,,,65,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 3:00:00 PM,60,60,0,0,0,0,,,,,,60,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 4:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 5:00:00 PM,63,63,0,0,0,0,,,,,,63,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 6:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 7:00:00 PM,62,62,0,0,0,0,,,,,,62,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 8:00:00 PM,59,59,0,0,0,0,,,,,,59,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 9:00:00 PM,64,64,0,0,0,0,,,,,,64,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 10:00:00 PM,65,65,0,0,0,0,,,,,,65,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/22/2017 11:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 12:00:00 AM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 1:00:00 AM,64,64,0,0,0,0,,,,,,64,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 2:00:00 AM,64,64,0,0,0,0,,,,,,64,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 3:00:00 AM,53,53,0,0,0,0,,,,,,53,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 4:00:00 AM,33,33,0,0,0,0,,,,,,33,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 5:00:00 AM,49,49,0,0,0,0,,,,,,49,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 6:00:00 AM,49,49,0,0,0,0,,,,,,49,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 7:00:00 AM,50,50,0,0,0,0,,,,,,50,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 8:00:00 AM,49,49,0,0,0,0,,,,,,49,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 9:00:00 AM,49,49,0,0,0,0,,,,,,49,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 10:00:00 AM,46,46,0,0,0,0,,,,,,46,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 11:00:00 AM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 12:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 1:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 2:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 3:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 4:00:00 PM,33,33,0,0,0,0,,,,,,33,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 5:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 6:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 7:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 8:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 9:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 10:00:00 PM,65,65,0,0,0,0,,,,,,65,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/23/2017 11:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 12:00:00 AM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 1:00:00 AM,65,65,0,0,0,0,,,,,,65,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 2:00:00 AM,65,65,0,0,0,0,,,,,,65,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 3:00:00 AM,49,49,0,0,0,0,,,,,,49,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 4:00:00 AM,32,32,0,0,0,0,,,,,,32,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 5:00:00 AM,33,33,0,0,0,0,,,,,,31,2,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 6:00:00 AM,50,50,0,0,0,0,,,,,,50,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 7:00:00 AM,34,34,0,0,0,0,,,,,,34,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 8:00:00 AM,65,65,0,0,0,0,,,,,,65,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 9:00:00 AM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 10:00:00 AM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 11:00:00 AM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 12:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 1:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 2:00:00 PM,66,66,0,0,0,0,,,,,,66,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 3:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 4:00:00 PM,67,67,0,0,0,0,,,,,,67,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 5:00:00 PM,70,70,0,0,0,0,,,,,,70,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 6:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 7:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 8:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 9:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 10:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/24/2017 11:00:00 PM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 12:00:00 AM,70,70,0,0,0,0,,,,,,70,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 1:00:00 AM,70,70,0,0,0,0,,,,,,70,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 2:00:00 AM,71,71,0,0,0,0,,,,,,71,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 3:00:00 AM,16,16,0,0,0,0,,,,,,16,0,0,0,0,0.02,0.02,0,0,0,0,0.02,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 4:00:00 AM,34,34,0,0,0,0,,,,,,34,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 5:00:00 AM,34,34,0,0,0,0,,,,,,34,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 6:00:00 AM,34,34,0,0,0,0,,,,,,34,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 7:00:00 AM,52,52,0,0,0,0,,,,,,52,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 8:00:00 AM,51,51,0,0,0,0,,,,,,51,0,0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 9:00:00 AM,69,69,0,0,0,0,,,,,,69,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 10:00:00 AM,71,71,0,0,0,0,,,,,,71,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 11:00:00 AM,70,70,0,0,0,0,,,,,,70,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 12:00:00 PM,71,71,0,0,0,0,,,,,,71,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 1:00:00 PM,70,70,0,0,0,0,,,,,,70,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 2:00:00 PM,71,71,0,0,0,0,,,,,,71,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 3:00:00 PM,70,70,0,0,0,0,,,,,,70,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 5:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 6:00:00 PM,18,18,0,0,0,0,,,,,,18,0,0,0,0,0.02,0.02,0,0,0,0,0.02,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 7:00:00 PM,68,68,0,0,0,0,,,,,,68,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 8:00:00 PM,72,72,0,0,0,0,,,,,,72,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 9:00:00 PM,18,18,0,0,0,0,,,,,,18,0,0,0,0,0.02,0.02,0,0,0,0,0.02,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 10:00:00 PM,71,71,0,0,0,0,,,,,,71,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/25/2017 11:00:00 PM,70,70,0,0,0,0,,,,,,70,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/26/2017 12:00:00 AM,72,72,0,0,0,0,,,,,,72,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
TESTTESTTEST,TEST9962016,test9962016.azureedge.net,4/26/2017 1:00:00 AM,70,70,0,0,0,0,,,,,,70,0,0,0,0,0.08,0.08,0,0,0,0,0.08,0,0,0,0
